fecha,precio_frambuesa,volumen_frambuesa,calidad_frambuesa,precio_aguacate,volumen_aguacate,calidad_aguacate,precio_chile,volumen_chile,calidad_chile,temperatura,humedad,estrategia_broker,precio_fresa,y
2023-01-01,0.0,19.738364933434788,0.6832475477589656,9.868202826593112,201.67245931883383,0.8494514150197516,9.847829307031022,188.91241927326337,0.6,26.4901424590337,79.30867849414408,neutral,0.0,0.0
2023-01-02,0.44465560041968744,20.73635678800542,0.6832218666717582,8.778588393026945,308.0699895928666,0.8494049831461215,8.391566475773843,326.3651093294787,0.6,26.491865602801052,79.30867819722162,neutral,0.36527516302589313,0.0
2023-01-03,0.8875528345105042,18.73327065621289,0.6831961780047121,10.64391810804047,297.35819124689857,0.8493585334585241,10.32128073793752,335.74795174684556,0.6,26.49358874651724,79.3086773064543,neutral,0.7291058653347026,0.0
2023-01-04,1.3269402893073599,18.73339212416655,0.6831704817585887,9.6326432232268,256.03299624281533,0.8493120659583412,9.133259066525664,410.06296884182814,0.6,26.4953118901311,79.3086758218421,neutral,1.0900533582504977,0.0
2023-01-05,1.7610804310760246,20.80071361644901,0.6831447779341454,11.29428864645181,330.5865357383678,0.8492655806469561,9.408664027291533,369.59947503666405,0.6,26.49703503359147,79.30867374338511,neutral,1.446690294591696,0.0
2023-01-06,2.1882564762955528,19.87538934967466,0.6831190665321417,6.145719578126729,344.64057880360434,0.8492190775257551,10.520653955795252,274.9702031775902,0.6,26.498758176847183,79.30867107108335,neutral,1.7976063730376761,0.0
2023-01-07,2.6067791805851126,18.465415710129008,0.6830933475533326,12.518189039616,216.11017107396108,0.8491725565961259,8.565139629083301,302.8363254696162,0.6,26.500481319847072,79.30866780493693,acaparamiento,2.1414139150884566,0.0
2023-01-08,3.0149935187287937,19.619237711419057,0.683067620998474,8.143327402019807,258.77300027837083,0.8491260178594584,8.491341863495192,381.2641400725921,0.6,26.502204462539982,79.30866394494592,neutral,2.4767533525636676,0.0
2023-01-09,3.411285229382586,18.472525843539696,0.6830418868683182,16.74731633362356,258.44757030335546,0.8490794613171451,9.052771996060876,362.86115606273825,0.6,26.503927604874743,79.30865949111046,acaparamiento,2.8022986039407933,0.0
2023-01-10,3.794087198582862,18.46999284586625,0.6830161451636184,5.7933282905988275,249.82280973358468,0.8490328869705799,10.285351780127696,329.72839474375473,0.6,26.505650746800193,79.30865444343067,neutral,3.116762318272261,0.0
2023-01-11,4.161885656813094,19.276864506084603,0.6829903958851251,14.701983471372156,339.1750532294628,0.8489862948211594,8.41005327334485,336.2409147745153,0.6,26.507373888265164,79.3086488019067,acaparamiento,3.4189009659445637,0.0
2023-01-12,4.51322616512289,16.819990789121906,0.6829646390335876,8.1448618986029,287.49701107660866,0.8489396848702819,7.584523075652701,414.2266991557802,0.6,26.5090970292185,79.30864256653872,neutral,3.707519756148333,0.0
2023-01-13,4.846719366627507,17.034826690465852,0.6829388746097547,5.8782686055855216,283.9258889716137,0.8488930571193484,9.147624347260155,333.7987255068316,0.6,26.510820169609026,79.30863573732691,neutral,3.981477361613438,0.0
2023-01-14,5.161046480643923,18.3603279876583,0.6829131026143727,6.268968629593926,196.0874964289012,0.8488464115697614,9.89888821154421,362.2632503531217,0.6,26.51254330938559,79.30862831427147,neutral,4.239690431925464,0.0
2023-01-15,5.454964517737128,17.846811045234404,0.6828873230481867,6.675391628810027,329.3698137311691,0.8487997482229256,10.417229126329927,511.8756584530406,0.6,26.51426644849702,79.30862029737264,neutral,4.481137877575847,0.0
2023-01-16,5.727311195054093,19.359783232954186,0.6828615359119411,8.884766621572444,234.69731164022187,0.8487530670802481,9.138988553010952,273.7696358453451,0.6,26.515989586892154,79.30861168663064,neutral,4.704864907804678,0.0
2023-01-17,5.977009532507932,17.966496579035557,0.6828357412063785,9.228020207025766,300.3051157840888,0.8487063681431382,9.176274344462284,245.40060429132632,0.6,26.51771272451983,79.30860248204573,neutral,5.4009854868955705,0.0
2023-01-18,6.203072111636945,17.39172055689285,0.6828099389322401,6.056863746360084,311.28471069848285,0.8486596514130067,10.3792910278236,420.0190840102261,0.6,26.51943586132888,79.30859268361819,neutral,5.605261672564237,0.0
2023-01-19,6.404604980297079,20.672689124219136,0.6827841290902658,7.479440591478055,365.9890917980786,0.8486129168912672,8.181307251676937,323.1344680447753,0.6,26.521158997268145,79.3085822913483,neutral,5.7873721565522205,0.0
2023-01-20,6.58081118774696,18.74456729627248,0.6827583116811946,17.18710192514059,231.1790599300618,0.8485661645793349,9.192832182442926,347.0142178868295,0.6,26.522882132286462,79.30857130523637,acaparamiento,5.94659679287941,0.0
2023-01-21,6.730993936146133,19.07903718329196,0.6827324867057635,14.657046438528207,144.7877835947329,0.8485193944786276,9.62137368703281,316.34214069778864,0.6,26.52460526633266,79.30855972528273,acaparamiento,6.082305936402504,0.0
2023-01-22,6.854559336004139,17.37794484872396,0.6827066541647078,8.927265638985263,306.5562068526511,0.8484726065905646,9.819343208491567,350.8861622730262,0.6,26.526328399355585,79.30854755148773,neutral,6.193962932712415,0.0
2023-01-23,6.95101875468413,18.3816642260441,0.6826808140587628,7.661229088811288,388.19627688862977,0.8484258009165679,9.105503140246979,474.0159382312794,0.6,26.528051531304065,79.30853478385173,acaparamiento,6.281126240304869,0.0
2023-01-24,7.019990748673979,19.12881503520045,0.6826549663886617,7.906524870010057,359.8359104263924,0.8483789774580616,9.50398610178846,421.24742741111936,0.6,26.52977466212694,79.30852142237508,neutral,6.343451176632202,0.0
2023-01-25,7.061202571983865,17.690333355527994,0.6826291111551355,9.556336619777666,307.8555774558555,0.8483321362164713,7.792560249767754,425.22920545060737,0.6,26.531497791773045,79.30850746705822,neutral,6.380691281131718,0.0
2023-01-26,7.074491254705412,19.43086452548848,0.6826032483589148,5.098153623516827,272.43880699256135,0.8482852771932252,8.999749211135205,274.2636277372909,0.6,26.53322092019122,79.30849291790155,neutral,6.392699289840534,0.0
2023-01-27,7.059804247467307,18.3179434287757,0.6825773780007292,6.840189428748122,338.02478288065345,0.8482384003897538,9.822660690139104,291.82685572348004,0.6,26.534944047330296,79.30847777490548,neutral,6.379427717742899,0.0
2023-01-28,7.017199629238924,18.670243411148203,0.6825515000813058,3.9785958787745748,248.09966604991956,0.8481915058074891,8.773136569057254,179.9883261798146,0.6,26.53666717313911,79.30846203807049,neutral,6.3409290465470916,0.0
2023-01-29,6.946845877660211,18.316931498518045,0.6825256146013713,8.802045674372987,321.3184738730867,0.8481445934478657,9.522362913412703,314.4720455566989,0.6,26.538390297566508,79.30844570739703,neutral,6.277355517149383,0.0
2023-01-30,6.849021202806039,21.11457691726135,0.6824997215616504,9.681559081532212,322.78730694523085,0.8480976633123203,9.817532964887464,431.489239723541,0.6,26.540113420561315,79.30842878288558,neutral,6.188958527605689,0.0
2023-01-31,6.724112447019638,18.987695701093035,0.682473820962867,6.27248958796591,350.8003216238843,0.8480507154022915,9.226155243873155,402.3518422404556,0.6,26.54183654207237,79.30841126453666,acaparamiento,6.0760876389916865,0.0
